yes,0x1,N/A,N/A,Field,EBX,23,16,8,Maximum Addressable IDs,Configured,0,Bits fields that the host VMM directly configures at guest TD initialization,,
yes,0x1,N/A,N/A,Field,EBX,31,24,8,Initial APIC ID,Calculated,TDVPS.VCPU_INDEX[7:0],Bit field is computed by the Intel TDX module at TD run time,,
yes,0x1,N/A,N/A,Field,ECX,0,0,1,SSE3,Native,0,Bit field value reflects the native value returned by executing CPUID.,,
yes,0x1,N/A,N/A,Field,ECX,1,1,1,PCLMULQDQ,Native,0,Bit field value reflects the native value returned by executing CPUID.,,
yes,0x1,N/A,N/A,Field,ECX,2,2,1,DTES64,Native,0,Bit field value reflects the native value returned by executing CPUID.,,
yes,0x1,N/A,N/A,Field,ECX,3,3,1,MONITOR,Fixed,0x0,Bit field is always reported as a fixed value to the TD.,,
yes,0x1,N/A,N/A,Field,ECX,4,4,1,DS-CPL,Native,0,Bit field value reflects the native value returned by executing CPUID.,,
yes,0x1,N/A,N/A,Field,ECX,5,5,1,VMX,Fixed,0x0,Bit field is always reported as a fixed value to the TD.,,
yes,0x1,N/A,N/A,Field,ECX,6,6,1,SMX,Fixed,0x0,Bit field is always reported as a fixed value to the TD.,,
yes,0x1,N/A,N/A,Field,ECX,7,7,1,EST,Configured & Native,0,"Bits that the host VMM directly configures at guest TD initialization, to either allow their native value or to have a value of 0.  These are typically CPU features that the host VMM can disable.",,
yes,0x1,N/A,N/A,Field,ECX,8,8,1,TM2,Configured & Native,0,"Bits that the host VMM directly configures at guest TD initialization, to either allow their native value or to have a value of 0.  These are typically CPU features that the host VMM can disable.",,
yes,0x1,N/A,N/A,Field,ECX,9,9,1,SSSE3,Native,0,Bit field value reflects the native value returned by executing CPUID.,,
yes,0x1,N/A,N/A,Field,ECX,10,10,1,CNXT-ID,Native,0,Bit field value reflects the native value returned by executing CPUID.,,
yes,0x1,N/A,N/A,Field,ECX,11,11,1,SDBG,Native,0,Bit field value reflects the native value returned by executing CPUID.,,
yes,0x1,N/A,N/A,Field,ECX,12,12,1,FMA,XFAM & Native,XFAM[2],"Bits that the host VMM directly configures at guest TD initialization, based on the guest TD’s XFAM, to either allow their native value or to have a value of 0.  ",,
yes,0x1,N/A,N/A,Field,ECX,13,13,1,CMPXCHG16B,Fixed,0,Fixed,0x1,
yes,0x1,N/A,N/A,Field,ECX,14,14,1,xTPR Update Control,Configured & Native,0,"Bits that the host VMM directly configures at guest TD initialization, to either allow their native value or to have a value of 0.  These are typically CPU features that the host VMM can disable.",,
yes,0x1,N/A,N/A,Field,ECX,15,15,1,PDCM,Fixed,0,Fixed,0x1,
yes,0x1,N/A,N/A,Field,ECX,16,16,1,Reserved,Fixed,0x0,Bit field is always reported as a fixed value to the TD.,,
yes,0x1,N/A,N/A,Field,ECX,17,17,1,PCID,Native,0,Bit field value reflects the native value returned by executing CPUID.,,
yes,0x1,N/A,N/A,Field,ECX,18,18,1,DCA,Configured & Native,0,"Bits that the host VMM directly configures at guest TD initialization, to either allow their native value or to have a value of 0.  These are typically CPU features that the host VMM can disable.",,
yes,0x1,N/A,N/A,Field,ECX,19,19,1,SSE4_1,Native,0,Bit field value reflects the native value returned by executing CPUID.,,
yes,0x1,N/A,N/A,Field,ECX,20,20,1,SSE4_2,Native,0,Bit field value reflects the native value returned by executing CPUID.,,
yes,0x1,N/A,N/A,Field,ECX,21,21,1,x2APIC,Fixed,0,Fixed,0x1,
yes,0x1,N/A,N/A,Field,ECX,22,22,1,MOVBE,Native,0,Bit field value reflects the native value returned by executing CPUID.,,
yes,0x1,N/A,N/A,Field,ECX,23,23,1,POPCNT,Native,0,Bit field value reflects the native value returned by executing CPUID.,,
yes,0x1,N/A,N/A,Field,ECX,24,24,1,TSC-Deadline,Native,0,Bit field value reflects the native value returned by executing CPUID.,,
yes,0x1,N/A,N/A,Field,ECX,25,25,1,AESNI,Fixed,0,Fixed,0x1,
yes,0x1,N/A,N/A,Field,ECX,26,26,1,XSAVE,Fixed,0,Fixed,0x1,
yes,0x1,N/A,N/A,Field,ECX,27,27,1,OSXSAVE,Calculated,CR4.OSXSAVE,Bit field is computed by the Intel TDX module at TD run time,,
yes,0x1,N/A,N/A,Field,ECX,28,28,1,AVX,XFAM & Configured & Native,XFAM[2],"Bits that the host VMM directly configures at guest TD initialization, based on both the guest TD’s XFAM and direct configuration, to either allow their native value or to have a value of 0.  ",,
yes,0x1,N/A,N/A,Field,ECX,29,29,1,F16C,XFAM & Configured & Native,XFAM[2],"Bits that the host VMM directly configures at guest TD initialization, based on both the guest TD’s XFAM and direct configuration, to either allow their native value or to have a value of 0.  ",,
yes,0x1,N/A,N/A,Field,ECX,30,30,1,RDRAND,Fixed,0,Fixed,0x1,
yes,0x1,N/A,N/A,Field,ECX,31,31,1,Hypervisor,Fixed,0x1,Bit field is always reported as a fixed value to the TD.,,
yes,0x1,N/A,N/A,Field,EDX,0,0,1,FPU,Native,0,Bit field value reflects the native value returned by executing CPUID.,,
yes,0x1,N/A,N/A,Field,EDX,1,1,1,VME,Native,0,Bit field value reflects the native value returned by executing CPUID.,,
yes,0x1,N/A,N/A,Field,EDX,2,2,1,DE,Native,0,Bit field value reflects the native value returned by executing CPUID.,,
yes,0x1,N/A,N/A,Field,EDX,3,3,1,PSE,Native,0,Bit field value reflects the native value returned by executing CPUID.,,
yes,0x1,N/A,N/A,Field,EDX,4,4,1,TSC,Native,0,Bit field value reflects the native value returned by executing CPUID.,,
yes,0x1,N/A,N/A,Field,EDX,5,5,1,MSR,Fixed,0,Fixed,0x1,
yes,0x1,N/A,N/A,Field,EDX,6,6,1,PAE,Fixed,0,Fixed,0x1,
yes,0x1,N/A,N/A,Field,EDX,7,7,1,MCE,Fixed,0,Fixed,0x1,
yes,0x1,N/A,N/A,Field,EDX,8,8,1,CX8,Native,0,Bit field value reflects the native value returned by executing CPUID.,,
yes,0x1,N/A,N/A,Field,EDX,9,9,1,APIC,Fixed,0x1,Bit field is always reported as a fixed value to the TD.,,
yes,0x1,N/A,N/A,Field,EDX,10,10,1,Reserved,Fixed,0x0,Bit field is always reported as a fixed value to the TD.,,
yes,0x1,N/A,N/A,Field,EDX,11,11,1,SEP,Native,0,Bit field value reflects the native value returned by executing CPUID.,,
yes,0x1,N/A,N/A,Field,EDX,12,12,1,MTRR,Fixed,0,Fixed,0x1,
yes,0x1,N/A,N/A,Field,EDX,13,13,1,PGE,Native,0,Bit field value reflects the native value returned by executing CPUID.,,
yes,0x1,N/A,N/A,Field,EDX,14,14,1,MCA,Fixed,0,Fixed,0x1,
yes,0x1,N/A,N/A,Field,EDX,15,15,1,CMOV,Native,0,Bit field value reflects the native value returned by executing CPUID.,,
yes,0x1,N/A,N/A,Field,EDX,16,16,1,PAT,Native,0,Bit field value reflects the native value returned by executing CPUID.,,
yes,0x1,N/A,N/A,Field,EDX,17,17,1,PSE-36,Native,0,Bit field value reflects the native value returned by executing CPUID.,,
yes,0x1,N/A,N/A,Field,EDX,18,18,1,PSN,Native,0,Bit field value reflects the native value returned by executing CPUID.,,
yes,0x1,N/A,N/A,Field,EDX,19,19,1,CLFSH,Fixed,0,Fixed,0x1,
yes,0x1,N/A,N/A,Field,EDX,20,20,1,Reserved,Fixed,0x0,Bit field is always reported as a fixed value to the TD.,,
yes,0x1,N/A,N/A,Field,EDX,21,21,1,DS,Fixed,0,Fixed,0x1,
yes,0x1,N/A,N/A,Field,EDX,22,22,1,ACPI,Configured & Native,0,"Bits that the host VMM directly configures at guest TD initialization, to either allow their native value or to have a value of 0.  These are typically CPU features that the host VMM can disable.",,
yes,0x1,N/A,N/A,Field,EDX,23,23,1,MMX,Native,0,Bit field value reflects the native value returned by executing CPUID.,,
yes,0x1,N/A,N/A,Field,EDX,24,24,1,FXSR,Native,0,Bit field value reflects the native value returned by executing CPUID.,,
yes,0x1,N/A,N/A,Field,EDX,25,25,1,SSE,Native,0,Bit field value reflects the native value returned by executing CPUID.,,
yes,0x1,N/A,N/A,Field,EDX,26,26,1,SSE2,Native,0,Bit field value reflects the native value returned by executing CPUID.,,
yes,0x1,N/A,N/A,Field,EDX,27,27,1,SS,Native,0,Bit field value reflects the native value returned by executing CPUID.,,
yes,0x1,N/A,N/A,Field,EDX,28,28,1,HTT,Configured & Native,0,"Bits that the host VMM directly configures at guest TD initialization, to either allow their native value or to have a value of 0.  These are typically CPU features that the host VMM can disable.",,
yes,0x1,N/A,N/A,Field,EDX,29,29,1,TM,Configured & Native,0,"Bits that the host VMM directly configures at guest TD initialization, to either allow their native value or to have a value of 0.  These are typically CPU features that the host VMM can disable.",,
yes,0x1,N/A,N/A,Field,EDX,30,30,1,Reserved,Fixed,0x0,Bit field is always reported as a fixed value to the TD.,,
yes,0x1,N/A,N/A,Field,EDX,31,31,1,PBE,Configured & Native,0,"Bits that the host VMM directly configures at guest TD initialization, to either allow their native value or to have a value of 0.  These are typically CPU features that the host VMM can disable.",,
yes,0x2,N/A,N/A,Leaf,,,,,Leaf 0x2,,,#VE,,
yes,0x2,N/A,N/A,Field,EAX,7,0,8,Number of descriptors,#VE,0,#VE injected to the TD,,
yes,0x2,N/A,N/A,Field,EAX,15,8,8,LLC Descriptor,#VE,0,#VE injected to the TD,,
yes,0x2,N/A,N/A,Field,EAX,23,16,8,TLB Descriptor,#VE,0,#VE injected to the TD,,
yes,0x2,N/A,N/A,Field,EAX,31,24,8,Descriptor,#VE,0,#VE injected to the TD,,
yes,0x2,N/A,N/A,Field,EBX,7,0,8,Prefetching size,#VE,0,#VE injected to the TD,,
yes,0x2,N/A,N/A,Field,EBX,15,8,8,0,#VE,0,#VE injected to the TD,,
yes,0x2,N/A,N/A,Field,EBX,23,16,8,0,#VE,0,#VE injected to the TD,,
yes,0x2,N/A,N/A,Field,EBX,31,24,8,Descriptor,#VE,0,#VE injected to the TD,,
yes,0x2,N/A,N/A,Field,ECX,7,0,8,0,#VE,0,#VE injected to the TD,,
yes,0x2,N/A,N/A,Field,ECX,15,8,8,0,#VE,0,#VE injected to the TD,,
yes,0x2,N/A,N/A,Field,ECX,23,16,8,0,#VE,0,#VE injected to the TD,,
yes,0x2,N/A,N/A,Field,ECX,31,24,8,Descriptor,#VE,0,#VE injected to the TD,,
yes,0x2,N/A,N/A,Field,EDX,7,0,8,0,#VE,0,#VE injected to the TD,,
yes,0x2,N/A,N/A,Field,EDX,15,8,8,0,#VE,0,#VE injected to the TD,,
yes,0x2,N/A,N/A,Field,EDX,23,16,8,0,#VE,0,#VE injected to the TD,,
yes,0x2,N/A,N/A,Field,EDX,31,24,8,Descriptor,#VE,0,#VE injected to the TD,,
yes,0x3,N/A,N/A,Leaf,,,,,Leaf 0x3,,,,,
yes,0x3,N/A,N/A,Field,EAX,31,0,32,Reserved,Fixed,0x0,Bit field is always reported as a fixed value to the TD.,,
yes,0x3,N/A,N/A,Field,EBX,31,0,32,Reserved,Fixed,0x0,Bit field is always reported as a fixed value to the TD.,,
yes,0x3,N/A,N/A,Field,ECX,31,0,32,Reserved,Fixed,0x0,Bit field is always reported as a fixed value to the TD.,,
yes,0x3,N/A,N/A,Field,EDX,31,0,32,Reserved,Fixed,0x0,Bit field is always reported as a fixed value to the TD.,,
yes,0x4,0x0,0x0,Sub-Leaf,,,,,Leaf 0x4 / Sub-Leaf 0x0,,,,,
yes,0x4,0x0,0x0,Field,EAX,4,0,5,Type,Configured,0,Bits fields that the host VMM directly configures at guest TD initialization,,
yes,0x4,0x0,0x0,Field,EAX,7,5,3,Level,Configured,0,Bits fields that the host VMM directly configures at guest TD initialization,,
yes,0x4,0x0,0x0,Field,EAX,8,8,1,Self Initializing,Configured,0,Bits fields that the host VMM directly configures at guest TD initialization,,
yes,0x4,0x0,0x0,Field,EAX,9,9,1,Fully Associative,Configured,0,Bits fields that the host VMM directly configures at guest TD initialization,,
yes,0x4,0x0,0x0,Field,EAX,13,10,4,Reserved,Fixed,0x0,Bit field is always reported as a fixed value to the TD.,,
yes,0x4,0x0,0x0,Field,EAX,25,14,12,Addressable IDs Sharing this Cache,Configured,0,Bits fields that the host VMM directly configures at guest TD initialization,,
yes,0x4,0x0,0x0,Field,EAX,31,26,6,Addressable IDs for Cores in Package,Configured,0,Bits fields that the host VMM directly configures at guest TD initialization,,
yes,0x4,0x0,0x0,Field,EBX,11,0,12,L,Native,0,Bit field value reflects the native value returned by executing CPUID.,,
yes,0x4,0x0,0x0,Field,EBX,21,12,10,P,Configured,0,Bits fields that the host VMM directly configures at guest TD initialization,,
yes,0x4,0x0,0x0,Field,EBX,31,22,10,W,Configured,0,Bits fields that the host VMM directly configures at guest TD initialization,,
yes,0x4,0x0,0x0,Field,ECX,31,0,32,Number of Sets,Configured,0,Bits fields that the host VMM directly configures at guest TD initialization,,
yes,0x4,0x0,0x0,Field,EDX,0,0,1,WBINVD,Configured,0,Bits fields that the host VMM directly configures at guest TD initialization,,
yes,0x4,0x0,0x0,Field,EDX,1,1,1,Cache Inclusiveness,Configured,0,Bits fields that the host VMM directly configures at guest TD initialization,,
yes,0x4,0x0,0x0,Field,EDX,2,2,1,Reserved,Fixed,0x0,Bit field is always reported as a fixed value to the TD.,,
yes,0x4,0x0,0x0,Field,EDX,31,3,29, ,Configured,0,Bits fields that the host VMM directly configures at guest TD initialization,,
yes,0x4,0x1,0x1,Sub-Leaf,,,,,Leaf 0x4 / Sub-Leaf 0x1,,,,,
yes,0x4,0x1,0x1,Field,EAX,4,0,5,Type,Configured,0,Bits fields that the host VMM directly configures at guest TD initialization,,
yes,0x4,0x1,0x1,Field,EAX,7,5,3,Level,Configured,0,Bits fields that the host VMM directly configures at guest TD initialization,,
yes,0x4,0x1,0x1,Field,EAX,8,8,1,Self Initializing,Configured,0,Bits fields that the host VMM directly configures at guest TD initialization,,
yes,0x4,0x1,0x1,Field,EAX,9,9,1,Fully Associative,Configured,0,Bits fields that the host VMM directly configures at guest TD initialization,,
yes,0x4,0x1,0x1,Field,EAX,13,10,4,Reserved,Fixed,0x0,Bit field is always reported as a fixed value to the TD.,,
yes,0x4,0x1,0x1,Field,EAX,25,14,12,Addressable IDs Sharing this Cache,Configured,0,Bits fields that the host VMM directly configures at guest TD initialization,,
yes,0x4,0x1,0x1,Field,EAX,31,26,6,Addressable IDs for Cores in Package,Configured,0,Bits fields that the host VMM directly configures at guest TD initialization,,
yes,0x4,0x1,0x1,Field,EBX,11,0,12,L,Native,0,Bit field value reflects the native value returned by executing CPUID.,,
yes,0x4,0x1,0x1,Field,EBX,21,12,10,P,Configured,0,Bits fields that the host VMM directly configures at guest TD initialization,,
yes,0x4,0x1,0x1,Field,EBX,31,22,10,W,Configured,0,Bits fields that the host VMM directly configures at guest TD initialization,,
yes,0x4,0x1,0x1,Field,ECX,31,0,32,Number of Sets,Configured,0,Bits fields that the host VMM directly configures at guest TD initialization,,
yes,0x4,0x1,0x1,Field,EDX,0,0,1,WBINVD,Configured,0,Bits fields that the host VMM directly configures at guest TD initialization,,
yes,0x4,0x1,0x1,Field,EDX,1,1,1,Cache Inclusiveness,Configured,0,Bits fields that the host VMM directly configures at guest TD initialization,,
yes,0x4,0x1,0x1,Field,EDX,2,2,1,Reserved,Fixed,0x0,Bit field is always reported as a fixed value to the TD.,,
yes,0x4,0x1,0x1,Field,EDX,31,3,29, ,Configured,0,Bits fields that the host VMM directly configures at guest TD initialization,,
yes,0x4,0x2,0x2,Sub-Leaf,,,,,Leaf 0x4 / Sub-Leaf 0x2,,,,,
yes,0x4,0x2,0x2,Field,EAX,4,0,5,Type,Configured,0,Bits fields that the host VMM directly configures at guest TD initialization,,
yes,0x4,0x2,0x2,Field,EAX,7,5,3,Level,Configured,0,Bits fields that the host VMM directly configures at guest TD initialization,,
yes,0x4,0x2,0x2,Field,EAX,8,8,1,Self Initializing,Configured,0,Bits fields that the host VMM directly configures at guest TD initialization,,
yes,0x4,0x2,0x2,Field,EAX,9,9,1,Fully Associative,Configured,0,Bits fields that the host VMM directly configures at guest TD initialization,,
yes,0x4,0x2,0x2,Field,EAX,13,10,4,Reserved,Fixed,0x0,Bit field is always reported as a fixed value to the TD.,,
yes,0x4,0x2,0x2,Field,EAX,25,14,12,Addressable IDs Sharing this Cache,Configured,0,Bits fields that the host VMM directly configures at guest TD initialization,,
yes,0x4,0x2,0x2,Field,EAX,31,26,6,Addressable IDs for Cores in Package,Configured,0,Bits fields that the host VMM directly configures at guest TD initialization,,
yes,0x4,0x2,0x2,Field,EBX,11,0,12,L,Native,0,Bit field value reflects the native value returned by executing CPUID.,,
yes,0x4,0x2,0x2,Field,EBX,21,12,10,P,Configured,0,Bits fields that the host VMM directly configures at guest TD initialization,,
yes,0x4,0x2,0x2,Field,EBX,31,22,10,W,Configured,0,Bits fields that the host VMM directly configures at guest TD initialization,,
yes,0x4,0x2,0x2,Field,ECX,31,0,32,Number of Sets,Configured,0,Bits fields that the host VMM directly configures at guest TD initialization,,
yes,0x4,0x2,0x2,Field,EDX,0,0,1,WBINVD,Configured,0,Bits fields that the host VMM directly configures at guest TD initialization,,
yes,0x4,0x2,0x2,Field,EDX,1,1,1,Cache Inclusiveness,Configured,0,Bits fields that the host VMM directly configures at guest TD initialization,,
yes,0x4,0x2,0x2,Field,EDX,2,2,1,Reserved,Fixed,0x0,Bit field is always reported as a fixed value to the TD.,,
yes,0x4,0x2,0x2,Field,EDX,31,3,29, ,Configured,0,Bits fields that the host VMM directly configures at guest TD initialization,,
yes,0x4,0x3,0x3,Sub-Leaf,,,,,Leaf 0x4 / Sub-Leaf 0x3,,,,,
yes,0x4,0x3,0x3,Field,EAX,4,0,5,Type,Configured,0,Bits fields that the host VMM directly configures at guest TD initialization,,
yes,0x4,0x3,0x3,Field,EAX,7,5,3,Level,Configured,0,Bits fields that the host VMM directly configures at guest TD initialization,,
yes,0x4,0x3,0x3,Field,EAX,8,8,1,Self Initializing,Configured,0,Bits fields that the host VMM directly configures at guest TD initialization,,
yes,0x4,0x3,0x3,Field,EAX,9,9,1,Fully Associative,Configured,0,Bits fields that the host VMM directly configures at guest TD initialization,,
yes,0x4,0x3,0x3,Field,EAX,13,10,4,Reserved,Fixed,0x0,Bit field is always reported as a fixed value to the TD.,,
yes,0x4,0x3,0x3,Field,EAX,25,14,12,Addressable IDs Sharing this Cache,Configured,0,Bits fields that the host VMM directly configures at guest TD initialization,,
yes,0x4,0x3,0x3,Field,EAX,31,26,6,Addressable IDs for Cores in Package,Configured,0,Bits fields that the host VMM directly configures at guest TD initialization,,
yes,0x4,0x3,0x3,Field,EBX,11,0,12,L,Native,0,Bit field value reflects the native value returned by executing CPUID.,,
yes,0x4,0x3,0x3,Field,EBX,21,12,10,P,Configured,0,Bits fields that the host VMM directly configures at guest TD initialization,,
yes,0x4,0x3,0x3,Field,EBX,31,22,10,W,Configured,0,Bits fields that the host VMM directly configures at guest TD initialization,,
yes,0x4,0x3,0x3,Field,ECX,31,0,32,Number of Sets,Configured,0,Bits fields that the host VMM directly configures at guest TD initialization,,
yes,0x4,0x3,0x3,Field,EDX,0,0,1,WBINVD,Configured,0,Bits fields that the host VMM directly configures at guest TD initialization,,
yes,0x4,0x3,0x3,Field,EDX,1,1,1,Cache Inclusiveness,Configured,0,Bits fields that the host VMM directly configures at guest TD initialization,,
yes,0x4,0x3,0x3,Field,EDX,2,2,1,Complex cache indexing,Configured,0,Bits fields that the host VMM directly configures at guest TD initialization,,
yes,0x4,0x3,0x3,Field,EDX,31,3,29,Reserved,Fixed,0x0,Bit field is always reported as a fixed value to the TD.,,
yes,0x4,0x4,0x4,Sub-Leaf,,,,,Leaf 0x4 / Sub-Leaf 0x4,,,,,
yes,0x4,0x4,0x4,Field,EAX,4,0,5,Type,Fixed,0x0,Bit field is always reported as a fixed value to the TD.,,
yes,0x4,0x4,0x4,Field,EAX,7,5,3,Level,Fixed,0x0,Bit field is always reported as a fixed value to the TD.,,
yes,0x4,0x4,0x4,Field,EAX,8,8,1,Self Initializing,Fixed,0x0,Bit field is always reported as a fixed value to the TD.,,
yes,0x4,0x4,0x4,Field,EAX,9,9,1,Fully Associative,Fixed,0x0,Bit field is always reported as a fixed value to the TD.,,
yes,0x4,0x4,0x4,Field,EAX,13,10,4,Reserved,Fixed,0x0,Bit field is always reported as a fixed value to the TD.,,
yes,0x4,0x4,0x4,Field,EAX,25,14,12,Addressable IDs Sharing this Cache,Fixed,0x0,Bit field is always reported as a fixed value to the TD.,,
yes,0x4,0x4,0x4,Field,EAX,31,26,6,Addressable IDs for Cores in Package,Fixed,0x0,Bit field is always reported as a fixed value to the TD.,,
yes,0x4,0x4,0x4,Field,EBX,11,0,12,L,Fixed,0x0,Bit field is always reported as a fixed value to the TD.,,
yes,0x4,0x4,0x4,Field,EBX,21,12,10,P,Fixed,0x0,Bit field is always reported as a fixed value to the TD.,,
yes,0x4,0x4,0x4,Field,EBX,31,22,10,W,Fixed,0x0,Bit field is always reported as a fixed value to the TD.,,
yes,0x4,0x4,0x4,Field,ECX,31,0,32,Number of Sets,Fixed,0x0,Bit field is always reported as a fixed value to the TD.,,
yes,0x4,0x4,0x4,Field,EDX,0,0,1,WBINVD,Fixed,0x0,Bit field is always reported as a fixed value to the TD.,,
yes,0x4,0x4,0x4,Field,EDX,1,1,1,Cache Inclusiveness,Fixed,0x0,Bit field is always reported as a fixed value to the TD.,,
yes,0x4,0x4,0x4,Field,EDX,2,2,1,Complex Cache Indexing,Fixed,0x0,Bit field is always reported as a fixed value to the TD.,,
yes,0x4,0x4,0x4,Field,EDX,31,3,29,Reserved,Fixed,0x0,Bit field is always reported as a fixed value to the TD.,,
yes,0x5,N/A,N/A,Leaf,,,,,Leaf 0x5,,,#VE,,
yes,0x5,N/A,N/A,Field,EAX,15,0,16,Smallest Monitor-line Size,#VE,0,#VE injected to the TD,,
yes,0x5,N/A,N/A,Field,EAX,31,16,16,Reserved,#VE,0,#VE injected to the TD,,
yes,0x5,N/A,N/A,Field,EBX,15,0,16,Largest Monitor-line Size,#VE,0,#VE injected to the TD,,
yes,0x5,N/A,N/A,Field,EBX,31,16,16,Reserved,#VE,0,#VE injected to the TD,,
yes,0x5,N/A,N/A,Field,ECX,0,0,1,"b0: Monitor-Mwait Extensions, b1: Interrupt as Break-Event",#VE,0,#VE injected to the TD,,
yes,0x5,N/A,N/A,Field,ECX,1,1,1,0,#VE,0,#VE injected to the TD,,
yes,0x5,N/A,N/A,Field,ECX,31,2,30,Reserved,#VE,0,#VE injected to the TD,,
yes,0x5,N/A,N/A,Field,EDX,3,0,4,C0 Sub-States,#VE,0,#VE injected to the TD,,
yes,0x5,N/A,N/A,Field,EDX,7,4,4,C1 Sub-States,#VE,0,#VE injected to the TD,,
yes,0x5,N/A,N/A,Field,EDX,11,8,4,C2 Sub-States,#VE,0,#VE injected to the TD,,
yes,0x5,N/A,N/A,Field,EDX,15,12,4,C3 Sub-States,#VE,0,#VE injected to the TD,,
yes,0x5,N/A,N/A,Field,EDX,19,16,4,C4 Sub-States,#VE,0,#VE injected to the TD,,
yes,0x5,N/A,N/A,Field,EDX,23,20,4,C5 Sub-States,#VE,0,#VE injected to the TD,,
yes,0x5,N/A,N/A,Field,EDX,27,24,4,C6 Sub-States,#VE,0,#VE injected to the TD,,
yes,0x5,N/A,N/A,Field,EDX,31,28,4,C7 Sub-States,#VE,0,#VE injected to the TD,,
yes,0x6,N/A,N/A,Leaf,,,,,Leaf 0x6,,,#VE,,
yes,0x6,N/A,N/A,Field,EAX,0,0,1,Digital Temperature Sensor,#VE,0,#VE injected to the TD,,
yes,0x6,N/A,N/A,Field,EAX,1,1,1,Intel Turbo Boost Technology,#VE,0,#VE injected to the TD,,
yes,0x6,N/A,N/A,Field,EAX,2,2,1,ARAT,#VE,0,#VE injected to the TD,,
yes,0x6,N/A,N/A,Field,EAX,3,3,1,Reserved_3,#VE,0,#VE injected to the TD,,
yes,0x6,N/A,N/A,Field,EAX,4,4,1,PLN,#VE,0,#VE injected to the TD,,
yes,0x6,N/A,N/A,Field,EAX,5,5,1,ECMD,#VE,0,#VE injected to the TD,,
yes,0x6,N/A,N/A,Field,EAX,6,6,1,PTM,#VE,0,#VE injected to the TD,,
yes,0x6,N/A,N/A,Field,EAX,7,7,1,HWP,#VE,0,#VE injected to the TD,,
yes,0x6,N/A,N/A,Field,EAX,8,8,1,HWP Notification,#VE,0,#VE injected to the TD,,
yes,0x6,N/A,N/A,Field,EAX,9,9,1,HWP Activity Window,#VE,0,#VE injected to the TD,,
yes,0x6,N/A,N/A,Field,EAX,10,10,1,HWP Energy Performance Preference,#VE,0,#VE injected to the TD,,
yes,0x6,N/A,N/A,Field,EAX,11,11,1,HWP Package Level Request,#VE,0,#VE injected to the TD,,
yes,0x6,N/A,N/A,Field,EAX,12,12,1,Reserved_12,#VE,0,#VE injected to the TD,,
yes,0x6,N/A,N/A,Field,EAX,13,13,1,HDC,#VE,0,#VE injected to the TD,,
yes,0x6,N/A,N/A,Field,EAX,14,14,1,Favored Core Enable,#VE,0,#VE injected to the TD,,
yes,0x6,N/A,N/A,Field,EAX,15,15,1,HWP Notification Due Highest Change,#VE,0,#VE injected to the TD,,
yes,0x6,N/A,N/A,Field,EAX,16,16,1,HWP PECI Override,#VE,0,#VE injected to the TD,,
yes,0x6,N/A,N/A,Field,EAX,17,17,1,HWP Thread Request Support,#VE,0,#VE injected to the TD,,
