,,,,,,
,,,,,,
0x0400,0x0400,0x1,IA32_MC0_CTL,#VE,#VE,#VE
0x0401,0x0401,0x1,IA32_MC0_STATUS,#VE,#VE,#VE
0x0402,0x0402,0x1,IA32_MC0_ADDR,#VE,#VE,#VE
0x0403,0x0403,0x1,IA32_MC0_MISC,#VE,#VE,#VE
0x0404,0x0404,0x1,IA32_MC1_CTL,#VE,#VE,#VE
0x0405,0x0405,0x1,IA32_MC1_STATUS,#VE,#VE,#VE
0x0406,0x0406,0x1,IA32_MC1_ADDR,#VE,#VE,#VE
0x0407,0x0407,0x1,IA32_MC1_MISC,#VE,#VE,#VE
0x0408,0x0408,0x1,IA32_MC2_CTL,#VE,#VE,#VE
0x0409,0x0409,0x1,IA32_MC2_STATUS,#VE,#VE,#VE
0x040A,0x040A,0x1,IA32_MC2_ADDR,#VE,#VE,#VE
0x040B,0x040B,0x1,IA32_MC2_MISC,#VE,#VE,#VE
0x040C,0x040C,0x1,IA32_MC3_CTL,#VE,#VE,#VE
0x040D,0x040D,0x1,IA32_MC3_STATUS,#VE,#VE,#VE
0x040E,0x040E,0x1,IA32_MC3_ADDR,#VE,#VE,#VE
0x040F,0x040F,0x1,IA32_MC3_MISC,#VE,#VE,#VE
0x0410,0x0410,0x1,IA32_MC4_CTL,#VE,#VE,#VE
0x0411,0x0411,0x1,IA32_MC4_STATUS,#VE,#VE,#VE
0x0412,0x0412,0x1,IA32_MC4_ADDR,#VE,#VE,#VE
0x0413,0x0413,0x1,IA32_MC4_MISC,#VE,#VE,#VE
0x0414,0x0414,0x1,IA32_MC5_CTL,#VE,#VE,#VE
0x0415,0x0415,0x1,IA32_MC5_STATUS,#VE,#VE,#VE
0x0416,0x0416,0x1,IA32_MC5_ADDR,#VE,#VE,#VE
0x0417,0x0417,0x1,IA32_MC5_MISC,#VE,#VE,#VE
0x0418,0x0418,0x1,IA32_MC6_CTL,#VE,#VE,#VE
0x0419,0x0419,0x1,IA32_MC6_STATUS,#VE,#VE,#VE
0x041A,0x041A,0x1,IA32_MC6_ADDR,#VE,#VE,#VE
0x041B,0x041B,0x1,IA32_MC6_MISC,#VE,#VE,#VE
0x041C,0x041C,0x1,IA32_MC7_CTL,#VE,#VE,#VE
0x041D,0x041D,0x1,IA32_MC7_STATUS,#VE,#VE,#VE
0x041E,0x041E,0x1,IA32_MC7_ADDR,#VE,#VE,#VE
0x041F,0x041F,0x1,IA32_MC7_MISC,#VE,#VE,#VE
0x0420,0x0420,0x1,IA32_MC8_CTL,#VE,#VE,#VE
0x0421,0x0421,0x1,IA32_MC8_STATUS,#VE,#VE,#VE
0x0422,0x0422,0x1,IA32_MC8_ADDR,#VE,#VE,#VE
0x0423,0x0423,0x1,IA32_MC8_MISC,#VE,#VE,#VE
0x0424,0x0424,0x1,IA32_MC9_CTL,#VE,#VE,#VE
0x0425,0x0425,0x1,IA32_MC9_STATUS,#VE,#VE,#VE
0x0426,0x0426,0x1,IA32_MC9_ADDR,#VE,#VE,#VE
0x0427,0x0427,0x1,IA32_MC9_MISC,#VE,#VE,#VE
0x0428,0x0428,0x1,IA32_MC10_CTL,#VE,#VE,#VE
0x0429,0x0429,0x1,IA32_MC10_STATUS,#VE,#VE,#VE
0x042A,0x042A,0x1,IA32_MC10_ADDR,#VE,#VE,#VE
0x042B,0x042B,0x1,IA32_MC10_MISC,#VE,#VE,#VE
0x042C,0x042C,0x1,IA32_MC11_CTL,#VE,#VE,#VE
0x042D,0x042D,0x1,IA32_MC11_STATUS,#VE,#VE,#VE
0x042E,0x042E,0x1,IA32_MC11_ADDR,#VE,#VE,#VE
0x042F,0x042F,0x1,IA32_MC11_MISC,#VE,#VE,#VE
0x0430,0x0430,0x1,IA32_MC12_CTL,#VE,#VE,#VE
0x0431,0x0431,0x1,IA32_MC12_STATUS,#VE,#VE,#VE
0x0432,0x0432,0x1,IA32_MC12_ADDR,#VE,#VE,#VE
0x0433,0x0433,0x1,IA32_MC12_MISC,#VE,#VE,#VE
0x0434,0x0434,0x1,IA32_MC13_CTL,#VE,#VE,#VE
0x0435,0x0435,0x1,IA32_MC13_STATUS,#VE,#VE,#VE
0x0436,0x0436,0x1,IA32_MC13_ADDR,#VE,#VE,#VE
0x0437,0x0437,0x1,IA32_MC13_MISC,#VE,#VE,#VE
0x0438,0x0438,0x1,IA32_MC14_CTL,#VE,#VE,#VE
0x0439,0x0439,0x1,IA32_MC14_STATUS,#VE,#VE,#VE
0x043A,0x043A,0x1,IA32_MC14_ADDR,#VE,#VE,#VE
0x043B,0x043B,0x1,IA32_MC14_MISC,#VE,#VE,#VE
0x043C,0x043C,0x1,IA32_MC15_CTL,#VE,#VE,#VE
0x043D,0x043D,0x1,IA32_MC15_STATUS,#VE,#VE,#VE
0x043E,0x043E,0x1,IA32_MC15_ADDR,#VE,#VE,#VE
0x043F,0x043F,0x1,IA32_MC15_MISC,#VE,#VE,#VE
0x0440,0x0440,0x1,IA32_MC16_CTL,#VE,#VE,#VE
0x0441,0x0441,0x1,IA32_MC16_STATUS,#VE,#VE,#VE
0x0442,0x0442,0x1,IA32_MC16_ADDR,#VE,#VE,#VE
0x0443,0x0443,0x1,IA32_MC16_MISC,#VE,#VE,#VE
0x0444,0x0444,0x1,IA32_MC17_CTL,#VE,#VE,#VE
0x0445,0x0445,0x1,IA32_MC17_STATUS,#VE,#VE,#VE
0x0446,0x0446,0x1,IA32_MC17_ADDR,#VE,#VE,#VE
0x0447,0x0447,0x1,IA32_MC17_MISC,#VE,#VE,#VE
0x0448,0x0448,0x1,IA32_MC18_CTL,#VE,#VE,#VE
0x0449,0x0449,0x1,IA32_MC18_STATUS,#VE,#VE,#VE
0x044A,0x044A,0x1,IA32_MC18_ADDR,#VE,#VE,#VE
0x044B,0x044B,0x1,IA32_MC18_MISC,#VE,#VE,#VE
0x044C,0x044C,0x1,IA32_MC19_CTL,#VE,#VE,#VE
0x044D,0x044D,0x1,IA32_MC19_STATUS,#VE,#VE,#VE
0x044E,0x044E,0x1,IA32_MC19_ADDR,#VE,#VE,#VE
0x044F,0x044F,0x1,IA32_MC19_MISC,#VE,#VE,#VE
0x0450,0x0450,0x1,IA32_MC20_CTL,#VE,#VE,#VE
0x0451,0x0451,0x1,IA32_MC20_STATUS,#VE,#VE,#VE
0x0452,0x0452,0x1,IA32_MC20_ADDR,#VE,#VE,#VE
0x0453,0x0453,0x1,IA32_MC20_MISC,#VE,#VE,#VE
0x0454,0x0454,0x1,IA32_MC21_CTL,#VE,#VE,#VE
0x0455,0x0455,0x1,IA32_MC21_STATUS,#VE,#VE,#VE
0x0456,0x0456,0x1,IA32_MC21_ADDR,#VE,#VE,#VE
0x0457,0x0457,0x1,IA32_MC21_MISC,#VE,#VE,#VE
0x0458,0x0458,0x1,IA32_MC22_CTL,#VE,#VE,#VE
0x0459,0x0459,0x1,IA32_MC22_STATUS,#VE,#VE,#VE
0x045A,0x045A,0x1,IA32_MC22_ADDR,#VE,#VE,#VE
0x045B,0x045B,0x1,IA32_MC22_MISC,#VE,#VE,#VE
0x045C,0x045C,0x1,IA32_MC23_CTL,#VE,#VE,#VE
0x045D,0x045D,0x1,IA32_MC23_STATUS,#VE,#VE,#VE
0x045E,0x045E,0x1,IA32_MC23_ADDR,#VE,#VE,#VE
0x045F,0x045F,0x1,IA32_MC23_MISC,#VE,#VE,#VE
0x0460,0x0460,0x1,IA32_MC24_CTL,#VE,#VE,#VE
0x0461,0x0461,0x1,IA32_MC24_STATUS,#VE,#VE,#VE
0x0462,0x0462,0x1,IA32_MC24_ADDR,#VE,#VE,#VE
0x0463,0x0463,0x1,IA32_MC24_MISC,#VE,#VE,#VE
0x0464,0x0464,0x1,IA32_MC25_CTL,#VE,#VE,#VE
0x0465,0x0465,0x1,IA32_MC25_STATUS,#VE,#VE,#VE
0x0466,0x0466,0x1,IA32_MC25_ADDR,#VE,#VE,#VE
0x0467,0x0467,0x1,IA32_MC25_MISC,#VE,#VE,#VE
0x0468,0x0468,0x1,IA32_MC26_CTL,#VE,#VE,#VE
0x0469,0x0469,0x1,IA32_MC26_STATUS,#VE,#VE,#VE
0x046A,0x046A,0x1,IA32_MC26_ADDR,#VE,#VE,#VE
0x046B,0x046B,0x1,IA32_MC26_MISC,#VE,#VE,#VE
0x046C,0x046C,0x1,IA32_MC27_CTL,#VE,#VE,#VE
0x046D,0x046D,0x1,IA32_MC27_STATUS,#VE,#VE,#VE
0x046E,0x046E,0x1,IA32_MC27_ADDR,#VE,#VE,#VE
0x046F,0x046F,0x1,IA32_MC27_MISC,#VE,#VE,#VE
0x0470,0x0470,0x1,IA32_MC28_CTL,#VE,#VE,#VE
0x0471,0x0471,0x1,IA32_MC28_STATUS,#VE,#VE,#VE
0x0472,0x0472,0x1,IA32_MC28_ADDR,#VE,#VE,#VE
0x0473,0x0473,0x1,IA32_MC28_MISC,#VE,#VE,#VE
0x0480,0x0480,0x1,IA32_VMX_BASIC,"For L1:
Bit 54 (VM exit info on INS/OUTS) = 1
Bit 55(true VMX controls) = 1
Bit 56 (VOE w/o err code) = 1
Other bits = 0
For L2:  #VE",#GP(0),
0x0481,0x0481,0x1,IA32_VMX_PINBASED_CTLS,#VE,#GP(0),
0x0482,0x0482,0x1,IA32_VMX_PROCBASED_CTLS,#VE,#GP(0),
0x0483,0x0483,0x1,IA32_VMX_EXIT_CTLS,#VE,#GP(0),
0x0484,0x0484,0x1,IA32_VMX_ENTRY_CTLS,#VE,#GP(0),
0x0485,0x0485,0x1,IA32_VMX_MISC,"For L1:
Bit 5 (unrestricted guest) = 1
Bit 6 (HLT activity state) = 1
Bit 7 (shutdown activity state) = 1
Bit 14 (PT in VMX) = 1
Bits 24:16 (CR3 target count) = 4
Bit 29 (VMWRITE any field) = 1
Bit 30 (VOE with 0 inst length) = 1
Other bits = 0
For L2:  #VE",#GP(0),
0x0486,0x0486,0x1,IA32_VMX_CR0_FIXED0,"For L1:  See L2 VMCS guest CR0 field description
For L2:  #VE",#GP(0),
0x0487,0x0487,0x1,IA32_VMX_CR0_FIXED1,"For L1:  See L2 VMCS guest CR0 field description
For L2:  #VE",#GP(0),
0x0488,0x0488,0x1,IA32_VMX_CR4_FIXED0,"For L1:  See L2 VMCS guest CR0 field description
For L2:  #VE",#GP(0),
0x0489,0x0489,0x1,IA32_VMX_CR4_FIXED1,"For L1:  See L2 VMCS guest CR0 field description
For L2:  #VE",#GP(0),
0x048A,0x048A,0x1,IA32_VMX_VMCS_ENUM,#VE,#GP(0),
0x048B,0x048B,0x1,IA32_VMX_PROCBASED_CTLS2,"For L1:  See L2 VMCS guest CR0 field description
For L2:  #VE",#GP(0),
0x048C,0x048C,0x1,IA32_VMX_EPT_VPID_CAP,"For L1:
Execute-only (bit 0) = 1
2MB pages (bit 16) = 1
1GB pages (bit 17) = 1
A/D (bit 21) = 0
EPT violation info (bit 22) = 1
SSS (bit 23) = XFAM.CET_S (bit 12)
HLAT prefix size (bits 53:48) taken from real MSR
Other bits = 0
For L2:  #VE",#GP(0),
0x048D,0x048D,0x1,IA32_VMX_TRUE_PINBASED_CTLS,"For L1:  See L2 VMCS guest CR0 field description
For L2:  #VE",#GP(0),
0x048E,0x048E,0x1,IA32_VMX_TRUE_PROCBASED_CTLS,"For L1:  See L2 VMCS guest CR0 field description
For L2:  #VE",#GP(0),
0x048F,0x048F,0x1,IA32_VMX_TRUE_EXIT_CTLS,"For L1:  See L2 VMCS guest CR0 field description
For L2:  #VE",#GP(0),
0x0490,0x0490,0x1,IA32_VMX_TRUE_ENTRY_CTLS,"For L1:  See L2 VMCS guest CR0 field description
For L2:  #VE",#GP(0),
0x0491,0x0491,0x1,IA32_VMX_VMFUNC,"For L1:  All-0
For L2:  #VE",#GP(0),
0x0492,0x0492,0x1,IA32_VMX_PROCBASED_CTLS3,"For L1:  See L2 VMCS guest CR0 field description
For L2:  #VE",#GP(0),
0x04C0,0x04C0,0x1,Reserved,#VE,#VE,#VE
0x04C1,0x04C8,0x8,IA32_A_PMCx,Inject_GP(~PERFMON),Inject_GP(~PERFMON),
0x04D0,0x04D0,0x1,IA32_MCG_EXT_CTL,#VE,#VE,#VE
0x0500,0x0500,0x1,IA32_SGX_SVN_STATUS,#GP(0),#GP(0),
0x0501,0x0501,0x1,Future IA32_SE_SVN Expansion,#VE,#VE,#VE
0x0550,0x0550,0x1,Reserved,#VE,#VE,#VE
0x0560,0x0560,0x1,IA32_RTIT_OUTPUT_BASE,Inject_GP(~XFAM[8]),Inject_GP(~XFAM[8]),
0x0561,0x0561,0x1,IA32_RTIT_OUTPUT_MASK_PTRS,Inject_GP(~XFAM[8]),Inject_GP(~XFAM[8]),
0x0570,0x0570,0x1,IA32_RTIT_CTL,Inject_GP(~XFAM[8]),Inject_GP(~XFAM[8]),
